MONTH,WEEKOFMONTH,DAYOFWEEK,MAKE,ACCIDENTAREA,DAYOFWEEKCLAIMED,MONTHCLAIMED,WEEKOFMONTHCLAIMED,SEX,MARITALSTATUS,AGE,FAULT,POLICYTYPE,VEHICLECATEGORY,VEHICLEPRICE,REPNUMBER,DEDUCTIBLE,DRIVERRATING,DAYS_POLICY_ACCIDENT,DAYS_POLICY_CLAIM,PASTNUMBEROFCLAIMS,AGEOFVEHICLE,AGEOFPOLICYHOLDER,POLICEREPORTFILED,WITNESSPRESENT,AGENTTYPE,NUMBEROFSUPPLIMENTS,ADDRESSCHANGE_CLAIM,NUMBEROFCARS,YEAR,BASEPOLICY,FRAUDFOUND
Apr,week_4,Monday,Toyota,Urban,Monday,Apr,week_4,Male,Married,51,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,14,400,rate_2,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Jul,week_1,Wednesday,Toyota,Rural,Thursday,Jul,week_4,Male,Single,31,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,9,400,rate_4,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Jan,week_2,Wednesday,Toyota,Urban,Monday,Jan,week_4,Male,Married,42,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,12,400,rate_3,more_than_30,more_than_30,none,6_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Feb,week_4,Saturday,Toyota,Urban,Monday,Mar,week_3,Male,Single,29,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,4,400,rate_1,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1996,All_Perils,No
Feb,week_4,Friday,Honda,Urban,Thursday,Mar,week_1,Male,Married,55,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,7,500,rate_4,more_than_30,more_than_30,none,7_years,41_to_50,No,No,External,1_to_2,2_to_3_years,2-vehicles,1996,All_Perils,No
Jun,week_1,Monday,Toyota,Urban,Tuesday,Jun,week_2,Male,Single,26,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,4,400,rate_1,more_than_30,more_than_30,2_to_4,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Liability,No
May,week_1,Tuesday,Pontiac,Urban,Tuesday,May,week_1,Male,Married,51,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,10,400,rate_4,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
Apr,week_4,Sunday,Mazda,Urban,Monday,Apr,week_4,Male,Married,30,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,6,400,rate_3,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Jun,week_1,Sunday,Pontiac,Urban,Monday,Jun,week_2,Male,Married,34,Third_Party,Sedan-Liability,Sport,20000_to_29000,12,400,rate_1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Dec,week_1,Saturday,Pontiac,Urban,Monday,Dec,week_1,Male,Married,47,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,6,400,rate_2,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Jul,week_3,Thursday,Chevrolet,Urban,Monday,Jul,week_4,Male,Single,34,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,12,400,rate_3,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Aug,week_2,Wednesday,Honda,Urban,Wednesday,Aug,week_3,Male,Single,35,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,4,400,rate_2,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Aug,week_1,Tuesday,Mazda,Urban,Friday,Aug,week_3,Male,Married,37,Third_Party,Sedan-Liability,Sport,20000_to_29000,3,400,rate_4,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1995,Liability,No
May,week_3,Monday,VW,Urban,Tuesday,May,week_3,Male,Married,59,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,3,400,rate_1,more_than_30,more_than_30,1,more_than_7,51_to_65,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Sep,week_3,Monday,VW,Urban,Monday,Nov,week_3,Male,Single,38,Policy_Holder,Sedan-Collision,Sedan,more_than_69000,9,400,rate_1,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Dec,week_2,Saturday,Pontiac,Urban,Friday,Dec,week_4,Female,Married,28,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,7,400,rate_4,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Jan,week_3,Saturday,Pontiac,Urban,Thursday,Feb,week_1,Male,Married,35,Third_Party,Sedan-Collision,Sedan,20000_to_29000,7,700,rate_3,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
May,week_5,Wednesday,Chevrolet,Urban,Thursday,Jun,week_2,Female,Married,33,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,12,400,rate_3,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Aug,week_2,Wednesday,Pontiac,Urban,Friday,Nov,week_2,Female,Single,29,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,11,400,rate_4,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Jul,week_4,Tuesday,Pontiac,Urban,Thursday,Jan,week_4,Female,Married,42,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,3,400,rate_3,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
Jun,week_2,Saturday,Toyota,Urban,Monday,Jun,week_2,Male,Married,46,Third_Party,Sedan-All_Perils,Sedan,more_than_69000,12,400,rate_3,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
Feb,week_3,Saturday,Accura,Urban,Monday,Feb,week_4,Male,Married,38,Third_Party,Sedan-All_Perils,Sedan,30000_to_39000,15,400,rate_4,more_than_30,more_than_30,2_to_4,more_than_7,36_to_40,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Jan,week_3,Thursday,Toyota,Urban,Friday,Feb,week_1,Male,Married,29,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,10,400,rate_3,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Dec,week_3,Thursday,Ford,Rural,Tuesday,May,week_4,Male,Married,78,Policy_Holder,Sport-All_Perils,Sport,less_than_20000,13,700,rate_4,more_than_30,more_than_30,2_to_4,more_than_7,over_65,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
May,week_1,Wednesday,Pontiac,Urban,Thursday,May,week_1,Male,Married,45,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,13,400,rate_1,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1995,Collision,No
Nov,week_2,Tuesday,Pontiac,Urban,Wednesday,Nov,week_4,Female,Single,43,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,7,400,rate_1,more_than_30,more_than_30,none,6_years,36_to_40,Yes,No,External,none,no_change,1-vehicle,1995,Collision,No
Oct,week_2,Friday,Chevrolet,Urban,Friday,Oct,week_2,Male,Married,36,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,3,400,rate_2,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,3_to_5,4_to_8_years,2-vehicles,1995,Liability,No
Sep,week_1,Monday,Toyota,Urban,Monday,Sep,week_1,Male,Married,37,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,10,400,rate_2,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1995,Liability,No
Feb,week_4,Thursday,Honda,Urban,Friday,Feb,week_4,Female,Single,33,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,14,400,rate_2,more_than_30,more_than_30,2_to_4,5_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Jul,week_1,Friday,Honda,Urban,Tuesday,Jul,week_1,Male,Single,0,Policy_Holder,Sedan-Liability,Sport,more_than_69000,7,400,rate_3,more_than_30,more_than_30,2_to_4,new,16_to_17,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Aug,week_5,Tuesday,Pontiac,Urban,Tuesday,Sep,week_2,Male,Married,47,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,11,400,rate_3,more_than_30,more_than_30,more_than_4,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Oct,week_1,Monday,Chevrolet,Urban,Monday,Oct,week_1,Female,Married,49,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,5,400,rate_2,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1995,Liability,No
Jun,week_3,Saturday,VW,Urban,Monday,Aug,week_1,Male,Single,30,Policy_Holder,Sedan-Collision,Sedan,60000_to_69000,11,400,rate_4,more_than_30,more_than_30,none,7_years,31_to_35,No,No,Internal,more_than_5,no_change,1-vehicle,1995,Collision,No
May,week_2,Wednesday,Honda,Urban,Thursday,May,week_2,Male,Single,0,Policy_Holder,Sedan-Liability,Sport,more_than_69000,16,400,rate_4,more_than_30,more_than_30,more_than_4,new,16_to_17,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Apr,week_5,Saturday,Toyota,Urban,Tuesday,May,week_1,Female,Single,23,Third_Party,Sedan-Liability,Sport,20000_to_29000,3,400,rate_2,more_than_30,more_than_30,none,5_years,26_to_30,No,No,External,1_to_2,no_change,3_to_4,1995,Liability,No
Apr,week_5,Friday,Pontiac,Urban,Tuesday,May,week_1,Male,Married,47,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,16,400,rate_4,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Apr,week_3,Saturday,Pontiac,Urban,Monday,Apr,week_3,Male,Married,30,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,15,400,rate_2,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
Jan,week_5,Monday,Toyota,Urban,Thursday,Feb,week_1,Male,Married,33,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,5,400,rate_1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Feb,week_1,Wednesday,Chevrolet,Urban,Friday,Feb,week_2,Male,Married,50,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,2,400,rate_1,more_than_30,more_than_30,1,6_years,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Nov,week_3,Tuesday,Toyota,Urban,Wednesday,Nov,week_3,Female,Single,26,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,7,400,rate_3,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Oct,week_1,Sunday,Pontiac,Urban,Tuesday,Oct,week_4,Male,Married,55,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,5,400,rate_3,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Jul,week_3,Tuesday,Chevrolet,Urban,Friday,Jul,week_4,Male,Single,33,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,5,400,rate_2,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Nov,week_2,Tuesday,Chevrolet,Urban,Wednesday,Nov,week_2,Male,Married,50,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,1,500,rate_3,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,3_to_5,2_to_3_years,1-vehicle,1995,All_Perils,No
Mar,week_2,Tuesday,Mazda,Urban,Tuesday,Mar,week_2,Male,Married,57,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,2,400,rate_2,more_than_30,more_than_30,1,more_than_7,51_to_65,Yes,No,External,none,4_to_8_years,2-vehicles,1995,Collision,No
Jul,week_3,Tuesday,Chevrolet,Urban,Tuesday,Aug,week_5,Male,Single,27,Policy_Holder,Sedan-Liability,Sport,40000_to_59000,8,500,rate_2,more_than_30,more_than_30,more_than_4,7_years,31_to_35,No,No,External,more_than_5,2_to_3_years,1-vehicle,1996,Liability,No
Oct,week_1,Sunday,Accura,Rural,Tuesday,Oct,week_1,Male,Married,61,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,13,700,rate_4,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1996,Liability,No
Jun,week_2,Saturday,Mazda,Urban,Monday,Jun,week_2,Male,Married,57,Policy_Holder,Sedan-Collision,Sedan,more_than_69000,13,400,rate_1,more_than_30,more_than_30,more_than_4,more_than_7,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Oct,week_1,Thursday,Pontiac,Urban,Monday,Oct,week_2,Male,Married,58,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,15,400,rate_2,more_than_30,more_than_30,more_than_4,more_than_7,51_to_65,No,No,External,1_to_2,no_change,1-vehicle,1996,All_Perils,No
Sep,week_4,Saturday,Honda,Urban,Friday,Oct,week_3,Male,Single,0,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,5,400,rate_1,more_than_30,more_than_30,none,new,16_to_17,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
Apr,week_3,Monday,Honda,Urban,Monday,Apr,week_3,Male,Married,59,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,1,400,rate_1,more_than_30,more_than_30,1,7_years,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1996,Liability,No
Jul,week_4,Friday,Pontiac,Urban,Tuesday,Aug,week_2,Male,Married,57,Policy_Holder,Utility-Collision,Utility,more_than_69000,5,400,rate_1,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Feb,week_3,Thursday,Honda,Urban,Wednesday,Feb,week_4,Male,Single,22,Third_Party,Sedan-Collision,Sedan,20000_to_29000,12,400,rate_3,more_than_30,more_than_30,2_to_4,5_years,26_to_30,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Sep,week_2,Monday,Toyota,Urban,Monday,Sep,week_2,Male,Married,39,Policy_Holder,Sedan-Liability,Sport,more_than_69000,16,400,rate_2,more_than_30,more_than_30,more_than_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Sep,week_2,Tuesday,Pontiac,Urban,Friday,Sep,week_3,Female,Single,24,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,7,400,rate_2,more_than_30,more_than_30,2_to_4,5_years,26_to_30,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Oct,week_3,Wednesday,Toyota,Urban,Monday,Oct,week_3,Male,Married,39,Third_Party,Sedan-All_Perils,Sedan,less_than_20000,4,400,rate_1,more_than_30,more_than_30,1,7_years,36_to_40,Yes,Yes,External,none,no_change,1-vehicle,1995,All_Perils,No
Nov,week_3,Friday,Mazda,Urban,Tuesday,Nov,week_4,Male,Married,54,Third_Party,Sedan-All_Perils,Sedan,30000_to_39000,9,400,rate_1,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Dec,week_2,Saturday,Pontiac,Rural,Monday,Dec,week_3,Female,Single,33,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,5,400,rate_3,more_than_30,more_than_30,none,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Oct,week_1,Wednesday,Chevrolet,Urban,Wednesday,Oct,week_1,Male,Married,26,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,8,400,rate_2,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Oct,week_3,Thursday,Honda,Urban,Friday,Oct,week_3,Male,Single,0,Policy_Holder,Sedan-Liability,Sport,more_than_69000,9,400,rate_2,more_than_30,more_than_30,2_to_4,new,16_to_17,No,No,External,none,2_to_3_years,1-vehicle,1995,Liability,No
Dec,week_3,Monday,Toyota,Urban,Tuesday,Dec,week_3,Female,Married,42,Third_Party,Sedan-Collision,Sedan,less_than_20000,12,400,rate_2,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1995,Collision,No
Sep,week_5,Wednesday,Toyota,Urban,Monday,Oct,week_1,Male,Single,34,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,14,400,rate_2,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Oct,week_4,Sunday,Pontiac,Urban,Wednesday,Oct,week_4,Male,Single,23,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,15,400,rate_2,more_than_30,more_than_30,more_than_4,3_years,26_to_30,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Feb,week_3,Monday,Honda,Rural,Tuesday,Feb,week_4,Male,Married,26,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,1,400,rate_1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
May,week_3,Sunday,Pontiac,Urban,Wednesday,May,week_3,Male,Married,52,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,12,400,rate_3,more_than_30,more_than_30,none,5_years,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Sep,week_4,Monday,Pontiac,Urban,Tuesday,Sep,week_4,Female,Married,44,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,4,400,rate_3,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Nov,week_2,Wednesday,Chevrolet,Urban,Monday,Dec,week_1,Female,Married,39,Policy_Holder,Sedan-Collision,Sedan,40000_to_59000,2,400,rate_1,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Dec,week_2,Sunday,Honda,Urban,Monday,Dec,week_2,Male,Married,26,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,5,400,rate_2,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Dec,week_2,Monday,Ford,Rural,Tuesday,Dec,week_2,Male,Married,48,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,1,400,rate_4,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Mar,week_1,Friday,Ford,Rural,Wednesday,Mar,week_4,Male,Married,41,Third_Party,Sedan-Collision,Sedan,40000_to_59000,9,400,rate_2,more_than_30,more_than_30,2_to_4,more_than_7,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Dec,week_2,Monday,Honda,Urban,Wednesday,Dec,week_3,Male,Married,35,Policy_Holder,Sedan-Liability,Sport,more_than_69000,2,400,rate_4,more_than_30,more_than_30,2_to_4,6_years,31_to_35,Yes,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Dec,week_1,Friday,Toyota,Urban,Tuesday,Dec,week_2,Male,Married,40,Third_Party,Sedan-All_Perils,Sedan,30000_to_39000,16,400,rate_4,15_to_30,more_than_30,none,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Nov,week_4,Tuesday,Toyota,Urban,Wednesday,Nov,week_4,Male,Single,32,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,12,400,rate_3,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Apr,week_4,Tuesday,Honda,Urban,Thursday,May,week_2,Male,Married,21,Third_Party,Sedan-Collision,Sedan,20000_to_29000,11,400,rate_2,more_than_30,more_than_30,none,5_years,26_to_30,No,No,External,none,1_year,1-vehicle,1995,Collision,No
Jun,week_4,Friday,Toyota,Rural,Thursday,Jun,week_5,Male,Married,51,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,16,400,rate_1,more_than_30,more_than_30,more_than_4,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Oct,week_5,Monday,Toyota,Urban,Monday,Nov,week_2,Male,Married,48,Third_Party,Sedan-Liability,Sport,more_than_69000,6,400,rate_4,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Nov,week_2,Tuesday,Mazda,Urban,Tuesday,Nov,week_3,Male,Married,75,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,7,400,rate_3,more_than_30,more_than_30,none,more_than_7,over_65,No,No,External,3_to_5,no_change,1-vehicle,1995,All_Perils,No
Nov,week_2,Thursday,Saab,Urban,Tuesday,Nov,week_3,Male,Married,42,Policy_Holder,Sedan-Collision,Sedan,40000_to_59000,2,500,rate_4,more_than_30,more_than_30,2_to_4,more_than_7,36_to_40,No,No,External,more_than_5,2_to_3_years,1-vehicle,1995,Collision,No
Dec,week_3,Monday,Toyota,Urban,Monday,Jan,week_4,Male,Single,24,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,10,400,rate_3,more_than_30,more_than_30,none,5_years,26_to_30,No,No,External,3_to_5,4_to_8_years,2-vehicles,1995,All_Perils,No
May,week_4,Wednesday,Toyota,Urban,Thursday,Jun,week_1,Male,Married,66,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,15,400,rate_4,more_than_30,more_than_30,more_than_4,more_than_7,over_65,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Aug,week_1,Thursday,Pontiac,Urban,Monday,Aug,week_2,Male,Married,55,Third_Party,Sedan-Collision,Sedan,more_than_69000,7,700,rate_4,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Oct,week_1,Tuesday,Pontiac,Urban,Monday,Oct,week_2,Female,Married,22,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,15,400,rate_1,more_than_30,more_than_30,2_to_4,2_years,26_to_30,No,No,External,3_to_5,no_change,1-vehicle,1995,Collision,No
Mar,week_2,Saturday,Toyota,Urban,Monday,Mar,week_3,Female,Married,70,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,10,400,rate_1,more_than_30,more_than_30,2_to_4,more_than_7,over_65,No,No,External,3_to_5,no_change,1-vehicle,1996,All_Perils,No
Mar,week_2,Friday,Toyota,Urban,Tuesday,Mar,week_3,Male,Married,30,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,7,400,rate_4,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,3_to_4,1996,All_Perils,No
Feb,week_2,Friday,Pontiac,Urban,Friday,Feb,week_2,Male,Single,27,Policy_Holder,Sedan-Collision,Sedan,less_than_20000,4,400,rate_3,more_than_30,more_than_30,2_to_4,5_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1996,Collision,No
May,week_1,Friday,Honda,Urban,Thursday,May,week_2,Male,Married,37,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,5,400,rate_3,more_than_30,more_than_30,2_to_4,more_than_7,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1996,All_Perils,No
Apr,week_4,Wednesday,Pontiac,Urban,Friday,May,week_1,Female,Single,34,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,1,400,rate_2,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1996,All_Perils,No
Jul,week_2,Thursday,Pontiac,Urban,Monday,Jul,week_3,Female,Married,51,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,13,400,rate_1,more_than_30,more_than_30,1,6_years,41_to_50,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Jul,week_1,Wednesday,Accura,Urban,Thursday,Jul,week_3,Male,Single,48,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,3,400,rate_4,more_than_30,more_than_30,more_than_4,7_years,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1996,All_Perils,No
